675004300000070080020003406007020108400160005190800000200310060016900000048000290,675284319934671582821593476567429138483167925192835647259318764716942853348756291
000070005714003080056900030985360400000107800000040602800204070400050000007681200,398476125714523986256918734985362417642197853173845692869234571421759368537681249
500002930007040060010006048003700000001095700080400250905064000230100004060080390,546812937897543162312976548653728419421695783789431256975364821238159674164287395
007050001030170906500008300801063007900200000000094600003407800005920040160800020,627359481438172956519648372841563297976281534352794618293417865785926143164835729
400003000200710003609020057000080965105004800080206000090000000020040301317095028,471563289258719643639428157742381965165974832983256714894132576526847391317695428
500008010020090406700340092030500074070030000064001080050700030000280005001406029,549628317823197456716345892138562974975834261264971583452719638697283145381456729
038570064200010070045302009900000087000600401804003020090046730000080000002100095,138579264269814573745362819956421387327698451814753926591246738673985142482137695
000200001004060903738000500006387000000040097200050680980004150600100700007590020,569273841124865973738419562496387215851642397273951684982734156645128739317596428
840039001002810009030000600091004000300100702020700008070500320004008095010026004,847639251652817439139452687791284563386195742425763918978541326264378195513926874
600705020030090870100640000001480205890016300750000000000003409206001008073060500,689735124435192876127648953361487295892516347754329681518273469246951738973864512
010607000006010400000840500405700680008593000107000020000058309700060102302009040,514637298826915437973842561495721683268593714137486925641258379789364152352179846
506030409080007021400000300000005000060021908250860107000100002308400006007609540,516238479983547621472916385831795264764321958259864137645173892398452716127689543
509000023040000060063071800000760410410025000005003900730010650006800090028400700,579684123841392567263571849392768415417925386685143972734219658156837294928456731
070080506230010000080407093054806700120000000300000429000091085605730100000204060,479382516236519874581467293954826731127943658368175429742691385695738142813254967
750900021000207008604030900000008002019000503042105070400083000981500604006000700,758964321193257468624831957567348192819726543342195876475683219981572634236419785
010200090750003406800070003604080015300900708100000060008120000240300500000607089,413256897759813426862479153694782315325961748187534962978125634246398571531647289
000670300009241086000039000520000004048300700016000250003080670071000095060020140,154678329739241586682539417527816934948352761316794258493185672271463895865927143
100002300069807052000050460230900570096000000478001000007410090000060000004038625,145692387369847152782153469231986574596374218478521936627415893853269741914738625
032160790005003008109200040800930106006054000000800027300007084064001300020000000,432168795675493218189275643847932156216754839593816427351627984964581372728349561
700300062006004109105080000000070000802050703004600981093000000050291607010560400,749315862386724159125986374931478526862159743574632981693847215458291637217563498
020000697080701000500046200610094003079150000000000008005009732000010004048360150,421538697986721345537946281612894573879153426354672918165489732793215864248367159
805603000030500017240700603002006470690000208400807100010000090700304500008090020,875613942936542817241789653182936475697451238453827169514278396729364581368195724
002000001409020870050008904704003016100047000038000090060500700005306042300190050,872439561419625873653718924794853216126947385538261497261584739985376142347192658
000000090400007062263050801007091206180005700090040083038009000000370504710020000,871263495459187362263954871347891256182635749695742183538419627926378514714526938
020000147500800000390706000078000009634009800200004013705018900000500620910003008,826935147547821396391746285178352469634179852259684713765218934483597621912463578
050040630008000010400063209020908150080000002003104000039005806710002394006700000,952841637368297415471563289624978153187356942593124768239415876715682394846739521
300009500702100008090080026020050014904008000560320070000500480030706002050041900,386279541742165398195483726823957614974618235561324879619532487438796152257841963
206800001840900020000032040052007060090406350103000000000070018001029604079008005,236854791847961523915732846452387169798416352163295487524673918381529674679148235
207030040019000805050600002708502069040008003092004100403079050800240016000000070,287935641619427835354681792738512469146798523592364187463179258875243916921856374
098065004023807100106430000000006839000200600070080050900043007264070900800001500,798165324423897165156432798542716839389254671671389452915643287264578913837921546
000000600694032700580040000020057000400000001036900008002503810071029034000080027,217895643694132785583746192128357469459268371736914258942573816871629534365481927
070608030160024000905100004000709340200005900006400078530000800008507001009006200,472658139163924785985173624851769342247385916396412578534291867628537491719846253
800050096003000204020907010100300700069100820000000040030004900500806002470290180,817452396953681274624937518142368759769145823385729641238514967591876432476293185
300057000000160049269003001030640000046009078028000030100800094000530600087000500,314957862875162349269483751731648925546329178928715436153876294492531687687294513
300159400000700280176800300060070019010903800420000070200080054098201006007005000,382159467954736281176824395863472519715963842429518673231687954598241736647395128
005200901470000000009108075904081000060790058800305400023000780100900360000002000,685273941471569823239148675954681237362794158817325496523416789148957362796832514
300000107090802640580710200700400060029650008053000700006390450800000030001004002,362945187197832645584716293718423569429657318653189724276398451845271936931564872
094100060300070000025008300206009800001063097470005002007081050000420000980300701,794132568368574129125698374236749815851263497479815632647981253513427986982356741
000930024743000008502000070400600100001402890670509000100250600905060032060008700,816937524743125968592846371429683157351472896678519243137254689985761432264398715
005040000000006050180970062057008901003050640000603020490060003871000000030290407,365142879729386154184975362657428931213759648948613725492867513871534296536291487
000300061043710285809000700537004000000500498000026000062050019700600000051980003,275348961643719285819265734537894126126573498984126357362457819798631542451982673
000074600005100080612500090050083020304000100060907000081002407700040509903006800,839274651475169283612538794157483926394625178268917345581392467726841539943756812
000000006003008510410207000000030200640900008057180600260093004780540300000700091,875319426923468517416257983198634275642975138357182649261893754789541362534726891
000308600302400058005020071586000400000007002090140000403096105001280006070000030,719358624362471958845629371586932417134867592297145863423796185951283746678514239
610280070080009001020370096105720600007003080090400037040000320000510000806900004,619285473783649251524371896135728649467193582298456137941867325372514968856932714
023085009000406201408001700070090030084070905030002406600500028009010000050007000,123785649795436281468921753576194832284673915931852476617549328349218567852367194
007090006003502000290400085060709040000000190800050020510030800300610470006024301,457198236683572914291463785162789543735246198849351627514937862328615479976824351
000750960000800704304020001090000000027930400010402380000001005900360000206090037,182754963569813724374629851493186572827935416615472389738241695951367248246598137
300028000029000030005400107740203098008607003100000004000091602500700480061050070,317528946429176835685439127746213598958647213132985764874391652593762481261854379
003000600004086005700000940935040720806720050200300190601900004000800000002135800,523497681194286375768513942935641728816729453247358196681972534359864217472135869
000350820061804030050009000070060002903007010005020900007130065000090408086700000,749356821261874539358219746874961352923587614615423987497138265132695478586742193
070200690003040001000065020560030000094700580010020406000108040051003900940600007,475281693623947851189365724562834179394716582817529436736198245251473968948652317
300401620100080400005020830057800000000700503002904007480530010203090000070006090,398471625126385479745629831657813942914762583832954167489537216263198754571246398
